Mon Nov 11 17:34:01 2024    output.prof

         19163925 function calls (17691946 primitive calls) in 45.691 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       48    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/triton/language/core.py:108(is_builtin)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/zipfile.py:348(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/PIL/PngImagePlugin.py:1131(write)
       86    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/font_manager.py:851(set_file)
      341    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/numbers.py:1782(__new__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_ops/_math_ops.py:41(Reduction)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/zipfile.py:2231(make)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:525(__init__)
      172    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/path.py:223(codes)
       50    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/text.py:1339(set_parse_math)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/__init__.py:41(__sympy_debug)
       46    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/logic.py:92(fuzzy_bool)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:462(Final)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/fromnumeric.py:551(swapaxes)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/basic.py:2090(_exec_constructor_postprocessors)
       19    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/builder.py:339(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/utils/_cxx_pytree.py:93(_reverse_args)
       18    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:1676(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/riccati.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:47(__new__)
       89    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/functions.py:81(defun_wrapped)
       82    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/tokenize.py:614(generate_tokens)
       20    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/_collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/tensor/_op_schema.py:169(TupleStrategy)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/zeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/tensor/array/arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/gridspec.py:191(_check_gridspec_exists)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/io/common.py:188(_expand_user)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:58(pretty_try_use_unicode)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/builder.py:2838(make_type_handlers)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/series/limitseq.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:4088(set_bounds)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/series.py:664(_constructor_from_mgr)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/subprocess.py:1604(_get_handles)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/glob.py:128(_iterdir)
        5    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/higher_order_ops.py:48(deco)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/ast.py:414(visit)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/generic.py:339(_from_mgr)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/ode/subscheck.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/operations.py:552(AssocOpDispatcher)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/lib/_function_base_impl.py:1324(diff)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:2927(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1471(find_distributions)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/transforms.py:1711(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/orthopolys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/matrices/expressions/matpow.py:12(MatPow)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/_runtime_utils.py:53(_PrefetchMode)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_shard/sharder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/onnx_proto_utils.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/base.py:86(_validate_set_axis)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/typing.py:284(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:104(_set_new_active_manager)
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/functools.py:853(<lambda>)
       40    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:208(_normalize1)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:133(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/offsetbox.py:454(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/rszeta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/kind.py:190(KindDispatcher)
       39    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/json/encoder.py:160(default)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/dtypes/missing.py:466(array_equivalent)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/tempfile.py:156(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/solvers/bivariate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/strategies/core.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/internals/blocks.py:2674(get_block_type)
      123    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/_collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/special/error_functions.py:48(erf)
       12    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/offsetbox.py:456(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/sre_parse.py:268(getuntil)
       66    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/numpy/_core/multiarray.py:161(concatenate)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/identification.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/schemas.py:105(MutationType)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/compositedomain.py:1(<module>)
       77    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/cycler/__init__.py:259(__iter__)
        8    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_ops.py:727(__str__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:18(MutableLocalSource)
      150    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:265(get_loc)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/importlib/metadata/_adapters.py:49(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:190(finalize)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/urllib/request.py:1269(do_request_)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/code_context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/functions/bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/assumptions/refine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/_shard/sharded_tensor/metadata.py:16(TensorProperties)
      6/2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/core.py:473(close)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/_trace_wrapped_higher_order_op.py:52(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
       39    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:216(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/guards.py:500(GuardManagerType)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:3941(set_boxstyle)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axes/_base.py:2945(<listcomp>)
       35    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/dis.py:261(get_instructions)
       61    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/enum.py:783(__hash__)
       89    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:368(__new__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/distributed/fsdp/api.py:72(BackwardPrefetch)
       80    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backend_bases.py:779(get_clip_path)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/pandas/core/indexes/base.py:5323(__contains__)
        4    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/serialization.py:788(_check_save_filelike)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/email/message.py:213(get_payload)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/gymnasium/envs/registration.py:472(_check_metadata)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/backend_bases.py:2317(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_external_property_file_references.py:15(ExternalPropertyFileReferences)
       36    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:220(get_tick_padding)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/mpmath/ctx_iv.py:153(__new__)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/core/operations.py:19(AssocOp)
       14    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/transforms.py:2440(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/printing/tableform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/axis.py:1937(set_major_locator)
       66    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/functions/elementary/exponential.py:220(exp)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/setuptools/_distutils/dist.py:119(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3335(<genexpr>)
       28    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/torch/_dynamo/decorators.py:262(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/rikka/Applications/pycharm-2024.2.4/plugins/python-ce/helpers/pycharm_display/datalore/display/supported_data_type.py:61(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/sympy/polys/domains/gaussiandomains.py:21(__new__)
        7    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/matplotlib/patches.py:540(set_hatch)
        1    0.000    0.000    0.000    0.000 /home/rikka/anaconda3/envs/RL/lib/python3.10/site-packages/packaging/_elffile.py:23(EIClass)
